0.220097,0.266892,3.04874,0.054711,87.9782,29.8146,235.249,128.0
0.2162219999999999,0.256976,2.71827,0.382638,88.3989,29.8154,227.828,127.318
0.2182239999999999,0.263714,2.79585,0.382638,88.4622,29.8152,225.039,128.369
0.2211409999999999,0.261358,2.96066,0.382638,88.3221,29.8067,250.304,128.31799999999998
0.220632,0.265859,2.4965900000000003,0.054711,88.6682,29.8105,222.754,128.684
0.220914,0.268917,2.72454,0.054711,88.5677,29.8076,216.048,127.638
0.217437,0.260408,2.53263,0.054711,88.6181,29.8076,226.941,127.684
0.218836,0.262569,2.84743,0.382638,88.4215,29.8115,236.752,128.684
0.218941,0.264345,2.58848,0.054711,88.5717,29.8253,228.349,129.0
0.220025,0.264493,2.64554,0.382638,88.6416,29.8336,228.357,129.0
0.216861,0.260693,2.38425,0.054711,88.5809,29.8538,219.745,128.31799999999998
0.220633,0.265733,2.68256,0.382638,88.4666,29.8564,239.876,128.0
0.218028,0.262056,2.27695,0.382638,88.5551,29.8633,230.59,128.0
0.2202579999999999,0.2654829999999999,1.32057,0.382638,88.6809,29.8607,221.643,128.0
0.219782,0.265659,2.77458,0.382638,88.73200000000001,29.8607,230.57,128.0
0.215284,0.26034,2.47782,-0.2732159999999999,88.5335,29.8729,233.22,128.0
0.218459,0.263117,2.61927,0.382638,88.5796,29.8731,225.808,128.0
0.219925,0.264573,2.05428,0.054711,88.5418,29.8828,228.841,128.0
0.217351,0.2616969999999999,2.27737,0.054711,88.7345,29.8838,227.49400000000003,128.0
0.220664,0.266108,2.92542,0.382638,88.7654,29.8879,231.446,128.684
0.216767,0.258413,2.60702,0.382638,88.5698,29.8968,234.026,128.31799999999998
0.221828,0.261515,2.52834,0.382638,88.5606,29.8968,222.085,127.318
0.221876,0.266849,2.22236,0.054711,88.6755,29.8904,242.002,127.684
0.2175409999999999,0.262609,2.34996,0.054711,88.8904,29.8877,233.835,128.0
0.220302,0.26227,2.45177,0.054711,88.895,29.8903,219.101,127.318
0.2196949999999999,0.2595409999999999,2.65276,0.054711,88.7437,29.887,227.394,127.684
0.2208449999999999,0.267263,1.80372,0.382638,88.6363,29.8879,229.959,128.684
0.2210909999999999,0.268542,2.79846,-0.2732159999999999,88.5472,29.886,234.091,129.0
0.218659,0.261984,3.0110200000000003,0.054711,88.7966,29.8891,250.98,128.31799999999998
0.219569,0.261753,2.5505400000000003,0.054711,88.7656,29.8891,222.319,128.684
0.2168699999999999,0.259676,2.74554,-0.2732159999999999,88.4558,29.8856,234.379,127.638
0.219761,0.262219,2.38905,0.382638,88.2607,29.8803,236.185,128.369
0.218613,0.262942,1.81227,-0.2732159999999999,88.0921,29.8862,227.807,128.31799999999998
0.216252,0.2590909999999999,2.50425,0.054711,88.7219,29.8774,227.037,127.684
0.218277,0.259775,3.0306,0.054711,88.0986,29.8732,237.305,128.0
0.219579,0.264465,0.939446,0.054711,88.0587,29.8874,202.455,128.0
0.219156,0.267176,0.909696,-0.2732159999999999,88.28200000000001,29.8799,204.846,128.684
0.2156949999999999,0.259526,2.91985,-0.2732159999999999,88.1332,29.8799,242.897,128.31799999999998
0.217772,0.259587,0.959778,0.382638,88.0943,29.882,211.493,127.318
0.2203909999999999,0.259845,2.8532900000000003,0.382638,88.1718,29.8814,241.811,127.684
0.2220329999999999,0.263154,2.57402,-0.2732159999999999,87.9876,29.8838,229.174,128.0
0.221575,0.266831,1.79624,0.054711,88.2794,29.8885,218.78,128.684
0.215687,0.259209,2.6125,0.054711,88.2272,29.8801,232.385,127.638
0.222102,0.265909,2.83943,0.054711,88.1359,29.8876,239.391,128.369
0.220054,0.260991,2.2877400000000003,0.054711,88.2265,29.8871,218.757,128.31799999999998
0.220205,0.260919,0.981256,0.382638,88.1056,29.8896,203.098,128.0
0.218223,0.261852,2.4885,0.382638,88.2165,29.8896,212.359,127.318
0.215162,0.261047,2.28005,0.054711,88.1198,29.885,225.365,127.0
0.221955,0.263025,2.97159,0.054711,88.1459,29.8801,245.081,128.369
0.215994,0.2596429999999999,2.61614,-0.2732159999999999,88.09700000000001,29.8843,226.676,127.638
0.2227829999999999,0.266133,2.87379,0.382638,88.2824,29.8813,232.174,128.369
0.221554,0.266431,2.0929,0.382638,88.1608,29.8819,205.113,128.31799999999998
0.215809,0.261493,2.05364,0.054711,87.9335,29.8833,228.083,128.684
