0.20603,0.277924
0.204366,0.275727
0.206103,0.278526
0.204775,0.276948
0.2060519999999999,0.2781409999999999
0.204336,0.2781
0.205697,0.278892
0.204775,0.277663
0.2064349999999999,0.27773
0.2025,0.278587
0.206249,0.2767679999999999
0.202439,0.277591
0.205333,0.277906
0.204502,0.276496
0.204907,0.27954
0.204992,0.274746
0.204815,0.278736
0.20437,0.2762489999999999
0.204907,0.27836
0.203704,0.2765039999999999
0.204096,0.277827
0.20319,0.276803
0.202706,0.276632
0.203511,0.277883
0.203056,0.276781
0.203473,0.278308
0.203366,0.277604
0.202768,0.277494
0.203615,0.277308
0.203229,0.278048
0.204205,0.278146
0.203177,0.278051
0.204736,0.278102
0.203209,0.27863
0.204798,0.277275
0.202678,0.278963
0.202514,0.277934
0.205305,0.277777
0.202708,0.277962
0.204296,0.277542
0.202731,0.276509
0.203669,0.278663
0.203663,0.2761909999999999
0.203036,0.278491
0.204416,0.27635
0.203509,0.279235
0.204446,0.276234
0.204058,0.27864
0.205154,0.279031
0.204915,0.277038
0.2054119999999999,0.2802139999999999
0.205554,0.278775
0.205026,0.279226
0.206054,0.278101
0.203714,0.279547
0.206051,0.2782659999999999
0.203428,0.278327
0.205279,0.278498
0.204586,0.277212
0.20377,0.278199
0.208436,0.278611
0.204547,0.2777949999999999
0.205064,0.278055
0.2036099999999999,0.277129
0.203973,0.276913
0.2049659999999999,0.278157
0.204706,0.275993
0.20499,0.278357
0.204075,0.276407
0.205391,0.278236
0.203668,0.2777469999999999
0.205614,0.27817
0.203349,0.278403
0.205406,0.277927
0.20352,0.2781
0.204262,0.277455
0.2041359999999999,0.27641
0.20356,0.277627
0.204905,0.276545
0.202388,0.276
0.202364,0.276562
0.204524,0.277123
0.203068,0.276683
0.204499,0.277917
0.203337,0.275217
0.205205,0.279055
0.204012,0.275675
0.2053309999999999,0.279089
0.203863,0.276681
0.205582,0.279575
0.203586,0.277762
0.2051,0.278415
0.203779,0.278328
0.2046619999999999,0.2771889999999999
0.204263,0.278403
0.20339,0.2781079999999999
0.2052449999999999,0.277846
0.20555,0.2781949999999999
0.202549,0.2772989999999999
0.204775,0.277878
0.203632,0.275705
0.2052679999999999,0.279317
0.204591,0.275122
0.204725,0.278707
0.203228,0.276615
0.204704,0.277305
0.20304,0.277885
0.205208,0.278326
0.203183,0.277534
0.2044369999999999,0.277995
0.203243,0.277129
0.204131,0.277459
0.202955,0.277981
0.204423,0.277516
0.201775,0.277708
0.205429,0.278047
0.2020549999999999,0.277117
0.205123,0.278203
0.202957,0.276593
0.204743,0.2791369999999999
0.204097,0.275163
0.205027,0.2793719999999999
0.203742,0.276845
0.2052679999999999,0.278959
0.204262,0.277242
0.204114,0.279267
0.203422,0.277305
0.205463,0.278804
0.201627,0.277392
0.2060929999999999,0.278338
0.20122,0.27703
0.205235,0.2786659999999999
0.2021089999999999,0.275833
0.203765,0.277589
0.20295,0.275331
0.202817,0.278494
0.202589,0.274347
0.203102,0.273957
0.203247,0.279794
0.203166,0.274609
0.203033,0.279622
0.202593,0.273657
0.203213,0.279228
0.202672,0.275748
0.203723,0.277862
0.202784,0.276442
0.2036079999999999,0.277421
0.20292,0.277902
0.202753,0.277438
0.2031079999999999,0.277126
0.202156,0.277034
0.20289,0.2762409999999999
0.201966,0.277646
0.201456,0.276559
0.201153,0.275333
0.200731,0.276152
0.199016,0.27409
0.199765,0.277655
0.199934,0.27371
0.200594,0.279069
0.200649,0.274416
0.201409,0.276623
0.199666,0.275933
0.202483,0.274525
